Á¤¼±ÇØ¾ç°üÃøÁ¤º¸,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15,Unnamed: 16,Unnamed: 17,Unnamed: 18,Unnamed: 19,Unnamed: 20,Unnamed: 21,Unnamed: 22
ÇØ¿ª,Á¤¼±,Á¤Á¡,Á¤¼±-Á¤Á¡,À§µµ(¢ªN),°æµµ(¢ªE),°üÃøÀÏ½Ã(KST),°üÃø¼ö½É(m),¼ö¿Â(¡É),"¼ö¿Â
QC Flag",¿°ºÐ(psu),"¿°ºÐ
QC Flag",¿ëÁ¸»ê¼Ò(ml/L),"¿ëÁ¸»ê¼Ò
QC Flag",QC Level,"ÀÎ»ê¿°ÀÎ 
(ug-at/L)","¾ÆÁú»êÁú¼Ò
(ug-at/L)","Áú»êÁú¼Ò
(ug-at/L)","±Ô»ê±Ô¼Ò
(ug-at/L)",PH,Åõ¸íµµ(m),±â¾Ð(hPa),Á¶»ç¼±
¼­ÇØ,307,03,307-03,36.9417,126,2017-02-03 11:33,0,4.2751,2,32.0113,2,7.235,2,0,0.568,0.058,11.226,11.898,,.5,1032,Å½±¸ 8
¼­ÇØ,307,03,307-03,36.9417,126,2017-02-03 11:33,10,4.2108,2,32.0082,2,7.346,2,0,,,,,,.5,1032,Å½±¸ 8
¼­ÇØ,307,03,307-03,36.9417,126,2017-02-03 11:33,20,4.2254,2,32.01,2,7.189,2,0,0.916,0.084,14.412,14.68,,.5,1032,Å½±¸ 8
¼­ÇØ,307,03,307-03,36.9417,126,2017-02-03 11:33,30,4.2225,2,32.0098,2,7.26,2,0,,,,,,.5,1032,Å½±¸ 8
¼­ÇØ,307,03,307-03,36.9417,126,2017-02-03 11:33,50,4.2523,2,32.0129,2,7.364,2,0,0.671,0.077,13.494,13.775,,.5,1032,Å½±¸ 8
¼­ÇØ,307,03,307-03,36.9417,126,2017-02-03 11:33,52,4.2644,2,32.0132,2,,2,0,,,,,,.5,1032,Å½±¸ 8
¼­ÇØ,307,04,307-04,36.925,125.6283,2017-02-03 13:03,0,4.1375,2,32.053,2,,2,0,,,,,,.8,1032,Å½±¸ 8
¼­ÇØ,307,04,307-04,36.925,125.6283,2017-02-03 13:03,10,4.0919,2,32.053,2,,2,0,,,,,,.8,1032,Å½±¸ 8
¼­ÇØ,307,04,307-04,36.925,125.6283,2017-02-03 13:03,20,4.1065,2,32.0526,2,,2,0,,,,,,.8,1032,Å½±¸ 8
¼­ÇØ,307,04,307-04,36.925,125.6283,2017-02-03 13:03,29,4.0859,2,32.0531,2,,2,0,,,,,,.8,1032,Å½±¸ 8
¼­ÇØ,307,05,307-05,36.925,125.4167,2017-02-03 14:17,0,5.1337,2,32.1202,2,7.407,2,0,0.443,0.077,8.342,7.342,,3.3,1031,Å½±¸ 8
¼­ÇØ,307,05,307-05,36.925,125.4167,2017-02-03 14:17,10,4.903,2,32.1216,2,7.202,2,0,,,,,,3.3,1031,Å½±¸ 8
