해역,정선,정점,정선-정점,위도(˚N),경도(˚E),관측일시(KST),관측수심(m),수온(℃),"수온
QC Flag",염분(psu),"염분
QC Flag",용존산소(ml/L),"용존산소
QC Flag",QC Level,"인산염인 
(ug-at/L)","아질산질소
(ug-at/L)","질산질소
(ug-at/L)","규산규소
(ug-at/L)",PH,투명도(m),기압(hPa),조사선
동해,209,0,209-00,35.795,129.5317,2000-01-04 12:55,0,14.62,1,34.19,1,5.63,1,1,0.44,0.68,7.56,8.33,,17.0,1026.0,경북 885
동해,209,4,209-04,35.7883,129.5467,2000-01-04 13:15,0,14.71,1,34.19,1,5.61,1,1,,,,,,17.0,1026.0,경북 885
동해,209,5,209-05,35.7567,129.64,2000-01-04 14:00,0,14.91,1,34.21,1,5.5,1,1,0.41,0.63,7.42,8.13,,18.0,1026.0,경북 885
동해,209,6,209-06,35.6883,129.8167,2000-01-04 15:05,0,15.29,1,34.15,1,5.34,1,1,,,,,,18.0,1025.0,경북 885
동해,209,7,209-07,35.6133,130.005,2000-01-04 16:20,0,15.51,1,34.21,1,5.67,1,1,0.38,0.77,6.9,8.78,,18.0,1025.5,경북 885
동해,209,8,209-08,35.5133,130.2817,2000-01-04 18:05,0,16.27,1,34.28,1,5.64,1,1,,,,,,,1026.0,경북 885
동해,208,4,208-04,35.185,129.8783,2000-01-04 21:15,0,16.47,1,34.26,1,5.58,1,1,,,,,,,1026.0,경북 885
동해,208,3,208-03,35.2967,129.715,2000-01-04 22:30,0,15.61,1,34.25,1,5.69,1,1,0.36,0.64,6.99,7.36,,,1026.2,경북 885
동해,208,2,208-02,35.405,129.5633,2000-01-04 23:45,0,15.97,1,34.24,1,5.58,1,1,,,,,,,1026.0,경북 885
동해,208,1,208-01,35.475,129.455,2000-01-05 00:40,0,14.8,1,34.14,1,5.5,1,1,0.47,0.68,7.55,8.89,,,1026.0,경북 885
남해,207,1,207-01,35.0217,129.12,2000-02-09 15:20,0,13.12,1,33.946999999999996,1,6.01,1,1,0.25,0.61,3.63,14.89,,6.0,1018.0,탐구 3
남해,207,2,207-02,34.96,129.1867,2000-02-09 15:55,0,13.48,1,34.09,1,5.77,1,1,,,,,,9.0,1018.4,탐구 3
남해,207,3,207-03,34.8983,129.2567,2000-02-09 16:35,0,13.58,1,34.108000000000004,1,5.85,1,1,0.18,0.48,0.86,9.43,,13.0,1018.2,탐구 3
남해,206,3,206-03,34.3733,128.8283,2000-02-09 19:50,0,13.72,1,34.42,1,5.74,1,1,0.19,0.46,1.86,12.42,,,1019.0,탐구 3
남해,206,2,206-02,34.4933,128.6867,2000-02-09 20:50,0,14.24,1,34.444,1,5.9,1,1,,,,,,,1019.1,탐구 3
남해,206,1,206-01,34.5917,128.575,2000-02-09 21:45,0,12.61,1,34.284,1,5.89,1,1,0.36,0.33,2.59,13.84,,,1019.2,탐구 3
남해,206,0,206-00,34.6333,128.4167,2000-02-09 22:30,0,11.0,1,33.762,1,6.16,1,1,,,,,,,1019.4,탐구 3
남해,400,16,400-16,34.5167,128.2033,2000-02-09 23:45,0,12.35,1,33.938,1,5.86,1,1,0.08,0.32,0.2,11.19,,,1019.5,탐구 3
남해,400,0,400-00,34.6,128.0833,2000-02-10 00:30,0,11.31,1,34.08,1,6.03,1,1,,,,,,,1019.5,탐구 3
남해,400,17,400-17,34.45,128.0083,2000-02-10 01:20,0,10.71,1,34.029,1,6.05,1,1,,,,,,,1019.8,탐구 3
남해,400,15,400-15,34.37,128.3067,2000-02-10 02:40,0,13.26,1,34.268,1,5.86,1,1,,,,,,,1019.7,탐구 3
남해,400,14,400-14,34.225,128.4,2000-02-10 03:35,0,12.45,1,34.144,1,5.92,1,1,0.19,0.3,3.37,13.84,,,1019.5,탐구 3
남해,400,13,400-13,34.0767,128.5,2000-02-10 04:30,0,14.4,1,34.354,1,6.18,1,1,,,,,,,1019.2,탐구 3
남해,400,22,400-22,33.7383,128.3983,2000-02-10 06:20,0,15.26,1,34.537,1,5.74,1,1,,,,,,,1020.0,탐구 3
남해,205,5,205-05,33.6217,128.1533,2000-02-10 07:40,0,15.51,1,34.525,1,5.78,1,1,0.06,0.5,2.55,11.39,,14.0,1020.5,탐구 3
남해,205,4,205-04,33.8583,128.05,2000-02-10 10:10,0,14.68,1,34.44,1,5.93,1,1,,,,,,11.0,1021.0,탐구 3
남해,400,0,400-00,34.6,128.0833,2000-02-10 10:30,0,11.31,1,34.08,1,6.03,1,1,,,,,,,1019.5,탐구 3
남해,205,3,205-03,34.0917,127.9483,2000-02-10 12:35,0,14.01,1,34.338,1,5.96,1,1,0.14,0.26,2.72,11.92,,9.5,1020.0,탐구 3
남해,205,2,205-02,34.25,127.8683,2000-02-10 14:10,0,10.37,1,34.023,1,6.14,1,1,,,,,,5.5,1018.2,탐구 3
남해,205,1,205-01,34.3717,127.8083,2000-02-10 15:00,0,8.96,1,33.91,1,6.12,1,1,0.14,0.38,2.8,9.86,,4.0,1017.9,탐구 3
남해,204,1,204-01,34.3467,127.7317,2000-02-10 15:40,0,9.91,1,33.75,1,6.18,1,1,,,,,,4.5,1017.9,탐구 3
남해,204,2,204-02,34.2283,127.59,2000-02-10 16:30,0,11.55,1,33.692,1,6.19,1,1,0.14,0.47,3.24,5.7,,4.0,1017.9,탐구 3
남해,204,3,204-03,34.1117,127.4467,2000-02-10 17:35,0,12.06,1,33.966,1,6.24,1,1,,,,,,8.0,1018.1,탐구 3
동해,107,1,107-01,38.2033,128.6233,2000-02-10 18:45,0,7.72,1,34.05,1,6.59,1,1,0.03,0.76,3.02,13.24,,,1018.7,경북 885
남해,204,4,204-04,33.9017,127.2533,2000-02-10 19:10,0,13.72,1,34.199,1,5.82,1,1,0.15,0.12,2.32,5.87,,,1018.7,탐구 3
동해,107,2,107-02,38.21,128.7117,2000-02-10 19:25,0,7.94,1,34.07,1,6.48,1,1,,,,,,,1019.0,경북 885
남해,204,5,204-05,33.7583,127.1533,2000-02-10 20:20,0,15.68,1,34.497,1,5.72,1,1,,,,,,,1019.3,탐구 3
동해,107,3,107-03,38.21,128.8433,2000-02-10 20:35,0,8.94,1,34.14,1,6.5,1,1,0.03,0.6,3.02,11.49,,,1018.4,경북 885
남해,204,6,204-06,33.5967,127.0533,2000-02-10 21:30,0,15.82,1,34.571,1,5.86,1,1,0.17,0.27,3.65,13.14,,,1019.2,탐구 3
동해,107,4,107-04,38.21,129.0583,2000-02-10 22:15,0,9.24,1,34.14,1,6.18,1,1,,,,,,,1018.1,경북 885
남해,400,27,400-27,33.505,127.075,2000-02-10 22:15,0,15.68,1,34.32,1,5.6,1,1,0.17,0.3,2.39,10.71,,,1019.0,탐구 3
동해,107,5,107-05,38.21,129.3717,2000-02-11 00:30,0,7.49,1,34.16,1,6.39,1,1,0.02,0.71,3.02,11.79,,,1018.0,경북 885
동해,107,6,107-06,38.21,129.685,2000-02-11 02:35,0,7.47,1,34.15,1,6.18,1,1,,,,,,,1018.0,경북 885
동해,107,7,107-07,38.21,130.0,2000-02-11 04:45,0,10.66,1,34.18,1,6.25,1,1,0.03,0.83,2.77,10.76,,,1018.0,경북 885
남해,400,26,400-26,33.5283,127.28,2000-02-12 07:45,0,16.31,1,34.646,1,5.48,1,1,,,,,,14.0,1020.0,탐구 3
남해,400,25,400-25,33.56,127.5667,2000-02-12 09:05,0,16.15,1,34.562,1,5.6,1,1,0.27,0.3,3.07,11.48,,16.0,1019.9,탐구 3
동해,106,11,106-11,37.895,131.2517,2000-02-12 09:52,0,12.18,1,34.14,1,5.82,1,1,0.02,0.77,2.68,9.51,,21.0,1018.0,경북 885
남해,400,24,400-24,33.5933,127.865,2000-02-12 10:25,0,15.51,1,34.523,1,5.52,1,1,,,,,,15.0,1019.9,탐구 3
동해,106,10,106-10,37.895,130.9417,2000-02-12 11:50,0,12.01,1,34.12,1,5.71,1,1,,,,,,23.0,1018.0,경북 885
남해,314,1,314-01,33.0,127.7,2000-02-12 13:25,0,16.91,1,34.537,1,5.4,1,1,0.06,0.57,3.0,11.0,,21.0,1018.1,탐구 3
남해,314,2,314-02,33.0,127.4,2000-02-12 14:50,0,16.96,1,34.523,1,5.37,1,1,,,,,,2.0,1017.6,탐구 3
남해,314,3,314-03,33.0,127.1,2000-02-12 16:20,0,16.69,1,34.56,1,5.63,1,1,0.12,0.42,1.98,9.41,,18.0,1017.8,탐구 3
남해,314,4,314-04,33.0,126.8,2000-02-12 17:45,0,16.73,1,34.59,1,5.34,1,1,,,,,,14.0,1017.0,탐구 3
남해,314,5,314-05,33.0,126.5,2000-02-12 19:15,0,15.92,1,34.431999999999995,1,5.53,1,1,0.06,0.14,2.2,10.84,,,1017.0,탐구 3
남해,314,6,314-06,33.0,126.2,2000-02-12 20:55,0,15.38,1,34.53,1,5.82,1,1,,,,,,,1017.8,탐구 3
남해,314,7,314-07,33.0,125.9,2000-02-12 22:30,0,15.21,1,34.195,1,5.67,1,1,0.12,0.17,2.53,11.49,,,1018.2,탐구 3
남해,314,8,314-08,33.0,125.6,2000-02-13 00:05,0,14.61,1,34.117,1,5.75,1,1,,,,,,,1019.5,탐구 3
남해,314,9,314-09,33.0,125.3,2000-02-13 01:25,0,14.19,1,34.138000000000005,1,5.76,1,1,0.2,0.18,2.95,11.72,,,1019.7,탐구 3
남해,314,10,314-10,33.0,125.0,2000-02-13 02:45,0,13.44,1,33.847,1,6.01,1,1,,,,,,,1019.0,탐구 3
남해,313,10,313-10,33.4067,124.4,2000-02-13 05:40,0,11.76,1,33.333,1,5.71,1,1,,,,,,,1020.0,탐구 3
남해,313,9,313-09,33.4067,124.6,2000-02-13 06:45,0,12.11,1,33.567,1,5.86,1,1,0.14,0.16,2.61,12.62,,,1020.5,탐구 3
남해,313,8,313-08,33.4067,124.8,2000-02-13 07:45,0,11.96,1,33.441,1,5.93,1,1,,,,,,3.5,1020.2,탐구 3
남해,313,7,313-07,33.4067,125.0,2000-02-13 08:50,0,13.2,1,34.013000000000005,1,5.91,1,1,0.35,0.16,2.54,14.46,,3.5,1020.0,탐구 3
남해,313,6,313-06,33.4067,125.2,2000-02-13 09:45,0,13.23,1,34.15,1,5.77,1,1,,,,,,3.0,1018.9,탐구 3
남해,313,5,313-05,33.4067,125.4,2000-02-13 10:45,0,13.71,1,34.246,1,5.75,1,1,0.35,0.16,1.41,14.27,,3.0,1019.0,탐구 3
남해,313,4,313-04,33.4067,125.6,2000-02-13 11:55,0,14.03,1,34.285,1,5.76,1,1,,,,,,3.5,1018.0,탐구 3
남해,313,3,313-03,33.4067,125.8,2000-02-13 12:50,0,14.09,1,34.507,1,5.66,1,1,0.25,0.2,2.31,13.13,,5.0,1019.0,탐구 3
남해,313,2,313-02,33.4067,126.0,2000-02-13 13:55,0,14.11,1,34.518,1,5.62,1,1,,,,,,9.0,1017.2,탐구 3
남해,203,3,203-03,33.6383,126.355,2000-02-14 07:40,0,13.17,1,34.461,1,5.87,1,1,0.32,0.13,1.38,11.51,,7.0,1015.5,탐구 3
남해,203,2,203-02,33.7917,126.4383,2000-02-14 08:50,0,12.2,1,34.135999999999996,1,5.97,1,1,,,,,,5.0,1014.9,탐구 3
남해,203,1,203-01,33.9433,126.5233,2000-02-14 09:55,0,11.99,1,33.745,1,5.97,1,1,0.41,0.26,5.08,12.67,,4.0,1015.6,탐구 3
남해,203,0,203-00,34.0333,126.5667,2000-02-14 10:30,0,9.92,1,33.668,1,6.22,1,1,0.14,0.17,3.68,13.14,,2.0,1015.2,탐구 3
남해,204,0,204-00,34.3,127.53299999999999,2000-02-16 09:45,0,8.85,1,33.882,1,6.11,1,1,,,,,,1.8,1021.9,탐구 3
남해,205,0,205-00,34.4167,127.6667,2000-02-16 10:35,0,7.33,1,33.997,1,6.23,1,1,,,,,,4.0,1021.9,탐구 3
동해,106,2,106-02,37.895,128.875,2000-02-18 12:05,0,10.79,1,34.16,1,5.84,1,1,0.03,0.82,3.16,13.15,,15.0,1025.5,경북 885
동해,106,3,106-03,37.895,128.9533,2000-02-18 12:50,0,10.82,1,34.21,1,5.86,1,1,0.02,0.86,3.88,13.05,,16.0,1025.5,경북 885
동해,106,4,106-04,37.895,129.0633,2000-02-18 14:00,0,10.77,1,34.25,1,5.86,1,1,,,,,,15.0,1025.5,경북 885
동해,106,5,106-05,37.895,129.3683,2000-02-18 16:05,0,10.89,1,34.29,1,6.28,1,1,0.03,0.77,2.8,11.21,,17.0,1026.3,경북 885
동해,106,6,106-06,37.895,129.6883,2000-02-18 18:05,0,11.12,1,34.24,1,6.27,1,1,,,,,,16.0,1026.7,경북 885
동해,106,7,106-07,37.895,130.0,2000-02-18 20:05,0,11.48,1,34.18,1,5.91,1,1,0.02,0.55,3.16,9.89,,,1020.7,경북 885
동해,106,8,106-08,37.895,130.315,2000-02-18 22:00,0,11.67,1,34.12,1,5.56,1,1,,,,,,,1021.8,경북 885
동해,106,9,106-09,37.895,130.6283,2000-02-18 23:50,0,12.41,1,34.13,1,5.6,1,1,0.01,0.66,3.58,9.91,,,1020.7,경북 885
서해,307,3,307-03,36.9417,126.0,2000-02-22 14:50,0,2.79,1,31.354,1,7.55,1,1,0.36,0.27,12.69,10.0,,0.8,1029.0,인천 888
서해,307,4,307-04,36.925,125.6283,2000-02-22 17:18,0,3.38,1,31.794,1,7.37,1,1,,,,,,3.0,1027.0,인천 888
서해,307,5,307-05,36.925,125.4167,2000-02-22 18:18,0,3.82,1,31.965999999999998,1,7.27,1,1,0.62,0.28,7.38,5.36,,4.0,1027.0,인천 888
서해,307,6,307-06,36.925,125.2083,2000-02-22 19:20,0,4.48,1,32.176,1,7.13,1,1,,,,,,,1029.0,인천 888
서해,307,7,307-07,36.925,125.0,2000-02-22 20:16,0,5.23,1,32.4,1,7.01,1,1,0.17,0.39,5.27,4.07,,,1029.0,인천 888
서해,307,8,307-08,36.925,124.7917,2000-02-22 21:20,0,5.89,1,32.491,1,6.89,1,1,,,,,,,1030.0,인천 888
서해,307,9,307-09,36.925,124.58,2000-02-22 22:15,0,6.16,1,32.465,1,6.8,1,1,0.6,0.92,3.94,8.34,,,1029.8,인천 888
서해,307,10,307-10,36.925,124.3717,2000-02-22 23:30,0,6.34,1,32.348,1,6.64,1,1,,,,,,,1030.0,인천 888
서해,308,10,308-10,36.33,124.3833,2000-02-23 02:03,0,6.45,1,32.409,1,6.82,1,1,,,,,,,1029.0,인천 888
서해,308,9,308-09,36.33,124.585,2000-02-23 02:50,0,6.59,1,32.54,1,6.6,1,1,0.31,0.43,5.14,9.64,,,1028.0,인천 888
서해,308,8,308-08,36.33,124.7917,2000-02-23 03:58,0,6.5,1,32.532,1,6.62,1,1,,,,,,,1028.0,인천 888
동중국해,317,13,317-13,31.5,127.0683,2000-02-23 04:45,0,16.05,1,34.12,1,5.15,1,1,0.32,0.44,2.09,5.66,,,1020.0,탐구 3
서해,308,7,308-07,36.33,125.0,2000-02-23 04:57,0,6.37,1,32.54,1,6.62,1,1,0.57,0.37,5.15,9.87,,,1028.0,인천 888
서해,308,6,308-06,36.33,125.2067,2000-02-23 06:01,0,5.09,1,32.339,1,6.8,1,1,,,,,,,1029.0,인천 888
서해,308,5,308-05,36.33,125.4217,2000-02-23 07:00,0,4.94,1,32.241,1,6.95,1,1,0.76,0.26,6.6,8.41,,,1027.2,인천 888
동중국해,317,14,317-14,31.5,126.7683,2000-02-23 07:05,0,14.82,1,33.95,1,4.98,1,1,,,,,,,1021.0,탐구 3
서해,308,4,308-04,36.33,125.6167,2000-02-23 08:04,0,4.46,1,32.037,1,7.11,1,1,,,,,,,1027.2,인천 888
동중국해,317,15,317-15,31.5,126.4833,2000-02-23 08:40,0,14.14,1,33.88,1,5.47,1,1,0.58,0.47,3.45,7.71,,,1021.0,탐구 3
서해,308,3,308-03,36.33,125.833,2000-02-23 09:01,0,4.46,1,31.953000000000003,1,7.23,1,1,0.56,0.4,8.73,8.36,,4.0,1027.2,인천 888
서해,308,2,308-02,36.33,126.0383,2000-02-23 10:06,0,4.04,1,31.756999999999998,1,7.17,1,1,,,,,,1.9,1028.0,인천 888
동중국해,317,16,317-16,31.5,126.1833,2000-02-23 10:10,0,13.4,1,33.76,1,5.31,1,1,,,,,,2.0,1021.0,탐구 3
서해,308,1,308-01,36.33,126.24,2000-02-23 10:45,0,4.17,1,31.829,1,7.07,1,1,0.64,1.71,8.75,8.58,,1.5,1028.0,인천 888
동해,105,3,105-03,37.5533,129.1717,2000-02-23 11:10,0,10.94,1,34.25,1,5.81,1,1,0.03,0.86,2.71,13.97,,,,경북 885
동중국해,317,17,317-17,31.5,125.885,2000-02-23 11:30,0,11.34,1,33.07,1,5.72,1,1,0.62,0.24,4.61,11.76,,4.0,1021.0,탐구 3
동해,105,4,105-04,37.5533,129.2583,2000-02-23 11:50,0,11.03,1,34.27,1,5.83,1,1,,,,,,18.0,1021.0,경북 885
동해,105,5,105-05,37.5533,129.3767,2000-02-23 12:45,0,11.19,1,34.23,1,5.83,1,1,0.03,0.73,2.62,10.8,,19.0,1021.0,경북 885
동중국해,317,18,317-18,31.5,125.585,2000-02-23 13:30,0,10.36,1,32.8,1,6.37,1,1,,,,,,3.0,1020.5,탐구 3
동해,105,6,105-06,37.5533,129.6883,2000-02-23 14:40,0,11.43,1,34.28,1,6.02,1,1,,,,,,20.0,1020.0,경북 885
동중국해,317,19,317-19,31.5,125.285,2000-02-23 15:10,0,9.85,1,32.48,1,6.41,1,1,0.59,0.3,2.9,12.5,,2.0,1020.5,탐구 3
동해,105,7,105-07,37.5533,130.0,2000-02-23 16:30,0,11.37,1,34.29,1,6.09,1,1,0.01,0.62,3.43,9.13,,21.0,1020.0,경북 885
동중국해,317,20,317-20,31.5,125.0,2000-02-23 16:45,0,9.94,1,32.5,1,4.58,1,1,,,,,,1.0,1020.5,탐구 3
동해,105,8,105-08,37.5533,130.3117,2000-02-23 18:05,0,11.35,1,34.13,1,5.71,1,1,,,,,,,1020.0,경북 885
동중국해,317,21,317-21,31.5,124.5,2000-02-23 19:15,0,9.91,1,32.82,1,6.33,1,1,0.75,0.27,6.45,12.5,,,1023.0,탐구 3
동해,105,9,105-09,37.5533,130.625,2000-02-23 20:00,0,11.44,1,34.15,1,5.64,1,1,0.03,0.68,4.24,9.85,,,1020.0,경북 885
동중국해,317,22,317-22,31.5,124.0,2000-02-23 21:35,0,10.03,1,32.75,1,6.08,1,1,,,,,,,1023.0,탐구 3
동해,105,3,105-03,37.5533,129.1717,2000-02-23 22:11,0,10.94,1,34.25,1,5.81,1,1,0.03,0.86,2.71,13.97,,,,탐구 3
서해,309,1,309-01,35.855,126.245,2000-02-29 11:50,0,3.87,1,31.743000000000002,1,7.1,1,1,,,,,,1.0,1028.0,인천 888
동해,105,10,105-10,37.5533,130.9317,2000-02-29 12:45,0,11.07,1,34.19,1,5.58,1,1,,,,,,23.0,1029.0,경북 885
동중국해,316,12,316-12,32.0,127.37,2000-02-29 12:45,0,16.28,1,34.67,1,4.94,1,1,,,,,,15.0,1029.0,탐구 3
서해,309,2,309-02,35.855,126.03299999999999,2000-02-29 13:13,0,5.01,1,32.086,1,7.13,1,1,,,,,,3.5,1027.8,인천 888
서해,309,3,309-03,35.855,125.8217,2000-02-29 14:16,0,5.04,1,32.123000000000005,1,7.29,1,1,0.13,0.78,8.45,8.25,,8.0,1035.0,인천 888
동해,105,11,105-11,37.5533,131.2433,2000-02-29 14:30,0,11.09,1,34.18,1,5.81,1,1,0.06,0.75,4.79,9.58,,22.0,1029.0,경북 885
동중국해,316,13,316-13,32.0,127.0683,2000-02-29 14:45,0,16.57,1,34.6,1,5.88,1,1,0.31,0.44,5.71,5.19,,15.0,1028.0,탐구 3
서해,309,4,309-04,35.855,125.6167,2000-02-29 15:18,0,5.53,1,32.189,1,7.06,1,1,,,,,,9.0,1034.8,인천 888
서해,309,5,309-05,35.855,125.4067,2000-02-29 16:14,0,6.02,1,32.454,1,6.84,1,1,0.68,0.32,5.97,9.49,,10.0,1034.0,인천 888
동해,105,12,105-12,37.5533,131.5633,2000-02-29 16:20,0,11.02,1,34.17,1,5.9,1,1,,,,,,22.0,1029.0,경북 885
동중국해,316,14,316-14,32.0,126.7683,2000-02-29 16:40,0,16.31,1,34.21,1,4.94,1,1,,,,,,10.0,1028.0,탐구 3
서해,309,6,309-06,35.855,125.205,2000-02-29 17:19,0,5.81,1,32.428000000000004,1,6.84,1,1,,,,,,12.0,1034.0,인천 888
동해,105,13,105-13,37.5533,131.87,2000-02-29 18:00,0,10.69,1,34.18,1,6.01,1,1,,,,,,20.0,1029.0,경북 885
동중국해,316,15,316-15,32.0,126.4833,2000-02-29 18:10,0,14.67,1,33.72,1,5.72,1,1,0.26,0.39,3.02,5.51,,,1028.0,탐구 3
서해,309,7,309-07,35.855,125.0,2000-02-29 18:19,0,6.6,1,32.545,1,6.88,1,1,0.66,0.35,8.78,10.88,,12.0,1035.5,인천 888
서해,309,8,309-08,35.855,124.7967,2000-02-29 19:23,0,6.81,1,32.579,1,6.67,1,1,,,,,,,1035.0,인천 888
동해,105,14,105-14,37.5533,132.1867,2000-02-29 19:40,0,9.44,1,34.17,1,6.25,1,1,,,,,,,1029.0,경북 885
동중국해,316,16,316-16,32.0,126.1833,2000-02-29 19:40,0,13.89,1,32.68,1,5.86,1,1,,,,,,,1028.0,탐구 3
서해,309,9,309-09,35.855,124.585,2000-02-29 20:29,0,7.01,1,32.605,1,6.5,1,1,0.28,0.67,8.22,9.72,,,1034.5,인천 888
동중국해,316,17,316-17,32.0,125.885,2000-02-29 21:10,0,12.57,1,33.52,1,5.55,1,1,0.77,0.24,3.91,8.44,,,1028.0,탐구 3
서해,309,10,309-10,35.855,124.38,2000-02-29 21:36,0,6.88,1,32.56,1,6.5,1,1,,,,,,,1035.2,인천 888
동해,104,14,104-14,37.0567,132.1933,2000-02-29 22:30,0,11.09,1,34.28,1,5.87,1,1,,,,,,,1029.0,경북 885
동중국해,316,18,316-18,32.0,125.585,2000-02-29 22:55,0,10.94,1,33.25,1,6.41,1,1,,,,,,,1028.0,탐구 3
동해,104,13,104-13,37.0567,131.8767,2000-03-01 00:00,0,10.04,1,34.22,1,5.94,1,1,,,,,,,1029.0,경북 885
서해,310,10,310-10,35.335,124.3917,2000-03-01 00:12,0,7.23,1,32.611,1,6.41,1,1,,,,,,,1037.0,인천 888
동중국해,316,19,316-19,32.0,125.285,2000-03-01 00:30,0,9.67,1,32.82,1,6.37,1,1,0.38,0.26,5.26,11.07,,,1030.0,탐구 3
서해,310,9,310-09,35.335,124.5933,2000-03-01 01:11,0,7.1,1,32.625,1,6.42,1,1,0.76,0.38,6.19,9.96,,,1036.0,인천 888
동해,104,12,104-12,37.0567,131.5633,2000-03-01 01:45,0,10.66,1,34.17,1,5.91,1,1,,,,,,,1029.0,경북 885
동중국해,316,20,316-20,32.0,125.0,2000-03-01 02:00,0,8.99,1,32.43,1,6.41,1,1,,,,,,,1030.0,탐구 3
서해,310,8,310-08,35.335,124.7983,2000-03-01 02:23,0,6.89,1,32.6,1,6.53,1,1,,,,,,,1036.0,인천 888
동해,104,11,104-11,37.0567,131.255,2000-03-01 02:25,0,10.88,1,34.17,1,5.63,1,1,0.07,0.62,3.65,10.51,,,1029.0,경북 885
동해,104,11,104-11,37.0567,131.255,2000-03-01 03:25,0,10.88,1,34.17,1,5.63,1,1,0.07,0.62,3.65,10.51,,,1029.0,경북 885
서해,310,7,310-07,35.335,125.0,2000-03-01 03:26,0,6.56,1,32.543,1,6.63,1,1,0.03,0.38,6.74,10.49,,,1036.0,인천 888
동중국해,316,21,316-21,32.0,124.5,2000-03-01 04:05,0,8.59,1,32.79,1,6.33,1,1,0.63,0.35,8.72,15.23,,,1030.0,탐구 3
서해,310,6,310-06,35.335,125.2017,2000-03-01 04:36,0,6.17,1,32.454,1,6.69,1,1,,,,,,,1035.0,인천 888
동해,104,10,104-10,37.0567,130.94,2000-03-01 05:15,0,10.99,1,34.17,1,5.66,1,1,,,,,,,1029.0,경북 885
서해,310,5,310-05,35.335,125.4067,2000-03-01 05:35,0,5.96,1,32.407,1,6.72,1,1,2.22,0.4,8.07,9.73,,,1034.5,인천 888
동중국해,316,22,316-22,32.0,124.0,2000-03-01 06:05,0,8.53,1,32.9,1,6.45,1,1,,,,,,,1029.0,탐구 3
서해,310,4,310-04,35.335,125.6083,2000-03-01 06:42,0,5.68,1,32.323,1,6.78,1,1,,,,,,,1035.0,인천 888
서해,312,3,312-03,33.9967,125.9,2000-03-01 06:51,0,8.76,1,33.176,1,5.99,1,1,0.67,0.43,6.64,10.28,,2.0,1032.0,탐구 3
동해,104,9,104-09,37.0567,130.6267,2000-03-01 07:00,0,10.9,1,34.21,1,5.79,1,1,0.15,0.44,3.48,11.35,,18.0,1029.0,경북 885
서해,310,3,310-03,35.335,125.8217,2000-03-01 07:38,0,4.61,1,32.107,1,6.79,1,1,0.9,0.62,8.16,8.18,,4.0,1035.0,인천 888
동중국해,315,22,315-22,32.5,124.0,2000-03-01 08:20,0,8.13,1,32.43,1,6.06,1,1,,,,,,,1030.0,탐구 3
동해,104,8,104-08,37.0567,130.3117,2000-03-01 08:45,0,12.17,1,34.42,1,5.81,1,1,,,,,,19.0,1029.0,경북 885
동중국해,315,21,315-21,32.5,124.5,2000-03-01 10:15,0,,1,99.999,4,6.49,1,1,0.65,0.24,7.53,14.08,,15.0,1030.0,탐구 3
동해,104,7,104-07,37.0567,130.0,2000-03-01 10:25,0,10.75,1,34.23,1,5.98,1,1,0.04,0.43,2.75,11.75,,17.0,1029.0,경북 885
서해,311,4,311-04,34.7167,125.7317,2000-03-01 10:52,0,3.78,1,31.951,1,6.68,1,1,,,,,,0.6,1036.0,인천 888
서해,311,5,311-05,34.7167,125.5317,2000-03-01 11:43,0,5.44,1,32.247,1,6.77,1,1,1.08,0.7,8.22,8.66,,2.6,1036.0,인천 888
동해,104,6,104-06,37.0567,129.7933,2000-03-01 11:50,0,11.47,1,34.39,1,6.02,1,1,,,,,,13.0,1029.0,경북 885
동중국해,315,20,315-20,32.5,125.0,2000-03-01 12:30,0,,1,99.999,4,6.94,1,1,,,,,,2.0,1029.0,탐구 3
동해,104,5,104-05,37.0567,129.56,2000-03-01 13:20,0,10.45,1,34.28,1,6.2,1,1,0.12,0.41,3.91,13.42,,15.0,1029.0,경북 885
동중국해,315,19,315-19,32.5,125.2867,2000-03-01 13:50,0,,1,99.999,4,5.51,1,1,0.7,0.44,5.99,9.74,,3.0,1028.0,탐구 3
동해,104,4,104-04,37.0567,129.48,2000-03-01 14:00,0,10.63,1,34.35,1,6.19,1,1,,,,,,13.0,1029.0,경북 885
동중국해,315,18,315-18,32.5,125.5867,2000-03-01 15:25,0,13.1,1,34.03,1,5.67,1,1,,,,,,4.0,1027.0,탐구 3
서해,312,2,312-02,33.975,126.1,2000-03-01 15:53,0,7.55,1,32.858000000000004,1,6.51,1,1,,,,,,2.2,1031.0,인천 888
동중국해,315,17,315-17,32.5,125.885,2000-03-01 16:50,0,14.09,1,34.34,1,5.51,1,1,0.53,0.37,4.58,8.6,,4.0,1026.0,탐구 3
서해,312,3,312-03,33.9967,125.9,2000-03-01 16:51,0,8.76,1,33.176,1,5.99,1,1,0.67,0.43,6.64,10.28,,2.0,1032.0,인천 888
동해,103,4,103-04,36.505,129.5017,2000-03-01 17:50,0,10.95,1,34.29,1,6.15,1,1,,,,,,12.0,1027.0,경북 885
서해,312,4,312-04,34.0217,125.7,2000-03-01 17:59,0,6.82,1,32.575,1,6.24,1,1,,,,,,2.0,1032.0,인천 888
동해,103,5,103-05,36.505,129.59,2000-03-01 18:30,0,10.72,1,34.19,1,6.24,1,1,0.13,0.46,3.67,11.99,,12.0,1027.0,경북 885
