해역,정선,정점,정선-정점,위도(˚N),경도(˚E),관측일시(KST),관측수심(m),수온(℃),"수온
QC Flag",염분(psu),"염분
QC Flag",용존산소(ml/L),"용존산소
QC Flag",QC Level,"인산염인 
(ug-at/L)","아질산질소
(ug-at/L)","질산질소
(ug-at/L)","규산규소
(ug-at/L)",PH,투명도(m),기압(hPa),조사선
동해,209,4,209-04,35.7883,129.5467,2005-02-27 20:00,0,13.62,1,34.332,1,6.58,1,1,,,,,,,1026.6,탐구 5
동해,209,0,209-00,35.795,129.5317,2005-02-27 20:13,0,13.41,1,34.569,1,6.45,1,1,,,,,,,1026.6,탐구 5
서해,311,9,311-09,34.7167,124.5967,2005-02-27 20:25,0,8.19,1,32.941,1,6.46,1,1,1.09,0.25,9.93,13.33,,,1032.0,탐구 8
서해,311,10,311-10,34.7167,124.39,2005-02-27 21:40,0,8.18,1,32.923,1,6.6,1,1,,,,,,,1033.0,탐구 8
동해,102,0,102-00,36.0767,129.5883,2005-02-27 21:47,0,12.3,1,34.368,1,6.41,1,1,,,,,,,1027.3,탐구 5
남해,314,1,314-01,33.0,127.7,2005-02-27 21:50,0,15.69,1,34.077,1,5.98,1,1,0.24,0.74,7.76,5.85,,,1027.0,탐구 3
동해,102,4,102-04,36.0767,129.615,2005-02-27 22:00,0,12.29,1,34.248000000000005,1,6.48,1,1,,,,,,,1027.2,탐구 5
동해,102,5,102-05,36.0767,129.6883,2005-02-27 22:30,0,13.64,1,34.546,1,6.45,1,1,0.15,0.41,8.81,6.86,,,1027.0,탐구 5
동해,102,6,102-06,36.0767,129.7967,2005-02-27 23:20,0,12.67,1,34.548,1,6.12,1,1,,,,,,,1026.5,탐구 5
남해,314,2,314-02,33.0,127.4,2005-02-27 23:25,0,15.87,1,34.007,1,6.14,1,1,,,,,,,1027.0,탐구 3
동해,102,7,102-07,36.0767,130.0,2005-02-28 00:23,0,10.89,1,34.318000000000005,1,6.19,1,1,0.18,0.39,13.34,7.54,,,1026.2,탐구 5
남해,314,3,314-03,33.0,127.1,2005-02-28 00:45,0,15.8,1,34.039,1,6.04,1,1,0.22,0.59,7.45,4.85,,,1026.0,탐구 3
서해,312,10,312-10,34.0917,124.4,2005-02-28 01:00,0,8.39,1,33.213,1,6.53,1,1,,,,,,,1034.0,탐구 8
동해,102,8,102-08,36.0767,130.3067,2005-02-28 02:00,0,9.87,1,34.238,1,6.79,1,1,,,,,,,1025.8,탐구 5
서해,312,9,312-09,34.0917,124.6,2005-02-28 02:10,0,7.99,1,32.999,1,6.77,1,1,0.99,0.3,10.43,12.97,,,1034.0,탐구 8
남해,314,4,314-04,33.0,126.8,2005-02-28 02:25,0,15.73,1,33.973,1,5.75,1,1,,,,,,,1026.0,탐구 3
서해,312,8,312-08,34.0917,124.8,2005-02-28 03:25,0,7.8,1,32.917,1,,1,1,,,,,,,1033.0,탐구 8
동해,102,9,102-09,36.0767,130.615,2005-02-28 03:38,0,9.76,1,34.204,1,6.27,1,1,0.12,0.29,12.63,7.48,,,1025.0,탐구 5
남해,314,5,314-05,33.0,126.5,2005-02-28 03:45,0,15.47,1,33.95,1,5.73,1,1,0.23,0.46,6.29,5.01,,,1027.0,탐구 3
서해,312,7,312-07,34.0917,125.0,2005-02-28 04:40,0,7.95,1,32.95,1,6.78,1,1,1.24,0.24,9.5,14.42,,,1032.0,탐구 8
남해,314,6,314-06,33.0,126.2,2005-02-28 05:30,0,14.92,1,33.974000000000004,1,6.24,1,1,,,,,,,1027.0,탐구 3
서해,312,6,312-06,34.0683,125.3,2005-02-28 06:40,0,7.62,1,33.111999999999995,1,,1,1,,,,,,,1033.0,탐구 8
남해,314,7,314-07,33.0,125.9,2005-02-28 07:00,0,14.57,1,33.989000000000004,1,6.04,1,1,0.22,0.37,4.46,5.45,,10.0,1026.0,탐구 3
동해,102,10,102-10,36.0767,130.9183,2005-02-28 07:37,0,10.44,1,34.334,1,6.22,1,1,,,,,,15.0,1025.5,탐구 5
서해,312,5,312-05,34.0433,125.5,2005-02-28 07:40,0,6.48,1,32.771,1,6.8,1,1,1.1,0.24,9.33,13.49,,,1033.0,탐구 8
남해,314,8,314-08,33.0,125.6,2005-02-28 08:40,0,13.92,1,34.077,1,5.98,1,1,,,,,,8.0,1026.0,탐구 3
서해,312,4,312-04,34.0217,125.7,2005-02-28 09:00,0,5.33,1,32.385999999999996,1,,1,1,,,,,,2.0,1034.0,탐구 8
서해,312,3,312-03,33.9967,125.9,2005-02-28 10:00,0,6.57,1,32.861999999999995,1,7.16,1,1,0.87,0.29,8.07,11.49,,2.0,1034.0,탐구 8
남해,314,9,314-09,33.0,125.3,2005-02-28 10:05,0,13.69,1,33.976,1,5.94,1,1,0.27,0.37,6.02,6.22,,6.0,1026.0,탐구 3
동해,103,11,103-11,36.505,131.233,2005-02-28 11:15,0,10.65,1,34.26,1,6.61,1,1,0.09,0.25,7.3,5.17,,18.0,1024.5,탐구 5
서해,312,2,312-02,33.975,126.1,2005-02-28 11:15,0,10.99,1,34.184,1,,1,1,,,,,,3.0,1034.0,탐구 8
남해,314,10,314-10,33.0,125.0,2005-02-28 11:30,0,12.89,1,33.801,1,6.02,1,1,,,,,,5.0,1026.0,탐구 3
동해,103,10,103-10,36.505,130.9267,2005-02-28 12:50,0,10.78,1,34.23,1,6.17,1,1,,,,,,18.0,1024.5,탐구 5
동해,103,9,103-09,36.505,130.6217,2005-02-28 15:00,0,10.82,1,34.255,1,6.18,1,1,0.26,0.24,8.14,3.56,,18.0,1024.3,탐구 5
동해,103,8,103-08,36.505,130.3117,2005-02-28 16:40,0,10.84,1,34.282,1,6.06,1,1,,,,,,18.0,1024.5,탐구 5
동해,103,7,103-07,36.505,130.0,2005-02-28 18:07,0,10.54,1,34.275999999999996,1,6.12,1,1,0.16,0.28,6.51,4.98,,,1024.5,탐구 5
남해,313,10,313-10,33.4067,124.4,2005-02-28 19:00,0,11.92,1,33.834,1,6.32,1,1,,,,,,,1028.0,탐구 3
동해,103,6,103-06,36.505,129.7883,2005-02-28 19:15,0,12.79,1,34.571999999999996,1,6.1,1,1,,,,,,,1025.3,탐구 5
남해,313,9,313-09,33.4067,124.6,2005-02-28 20:05,0,12.31,1,33.847,1,6.12,1,1,0.3,0.53,13.3,8.62,,6.0,1028.0,탐구 3
동해,103,5,103-05,36.505,129.59,2005-02-28 20:10,0,13.4,1,34.566,1,6.2,1,1,0.12,0.34,6.28,6.74,,,1025.7,탐구 5
동해,103,4,103-04,36.505,129.5017,2005-02-28 20:42,0,12.63,1,34.521,1,6.18,1,1,,,,,,,1026.0,탐구 5
동해,103,0,103-00,36.505,129.4833,2005-02-28 20:55,0,11.26,1,34.496,1,6.34,1,1,,,,,,,1026.3,탐구 5
남해,313,8,313-08,33.4067,124.8,2005-02-28 21:05,0,12.25,1,33.859,1,6.2,1,1,,,,,,,1028.0,탐구 3
남해,313,7,313-07,33.4067,125.0,2005-02-28 22:05,0,12.49,1,33.899,1,6.7,1,1,0.28,0.24,5.54,5.2,,,1028.0,탐구 3
남해,313,6,313-06,33.4067,125.2,2005-02-28 23:30,0,12.52,1,33.945,1,6.62,1,1,,,,,,,1028.0,탐구 3
남해,313,5,313-05,33.4067,125.4,2005-03-01 00:20,0,12.73,1,33.988,1,6.34,1,1,0.35,0.32,8.36,5.44,,,1029.0,탐구 3
남해,313,4,313-04,33.4067,125.6,2005-03-01 01:35,0,13.08,1,34.025,1,6.23,1,1,,,,,,,1028.0,탐구 3
남해,313,3,313-03,33.4067,125.8,2005-03-01 02:40,0,13.95,1,34.034,1,5.85,1,1,0.21,0.34,6.78,4.66,,,1026.0,탐구 3
남해,313,2,313-02,33.4067,126.0,2005-03-01 04:00,0,14.32,1,34.022,1,5.95,1,1,,,,,,,1026.0,탐구 3
남해,203,3,203-03,33.6383,126.355,2005-03-02 09:00,0,13.4,1,33.989000000000004,1,6.05,1,1,0.25,0.36,8.51,5.79,,9.0,1029.0,탐구 3
남해,203,2,203-02,33.7917,126.4383,2005-03-02 10:10,0,12.2,1,33.787,1,6.32,1,1,,,,,,8.0,1029.0,탐구 3
남해,203,1,203-01,33.9433,126.5233,2005-03-02 12:00,0,10.99,1,33.678000000000004,1,6.43,1,1,0.41,0.26,7.71,7.02,,6.0,1029.0,탐구 3
남해,203,0,203-00,34.0333,126.5667,2005-03-02 12:45,0,9.39,1,33.468,1,6.77,1,1,,,,,,5.0,1030.0,탐구 3
동해,107,1,107-01,38.2033,128.6233,2005-03-02 18:18,0,8.12,1,34.241,1,6.08,1,1,0.39,0.35,10.01,8.04,,,1029.5,탐구 5
동해,107,2,107-02,38.21,128.7117,2005-03-02 18:55,0,8.66,1,34.178000000000004,1,6.32,1,1,,,,,,,1029.2,탐구 5
동해,107,3,107-03,38.21,128.8433,2005-03-02 19:50,0,5.21,1,34.039,1,6.67,1,1,0.22,0.37,9.57,8.29,,,1030.5,탐구 5
동해,107,4,107-04,38.21,129.0583,2005-03-02 21:18,0,5.39,1,34.004,1,6.74,1,1,,,,,,,1030.7,탐구 5
동해,107,5,107-05,38.21,129.3717,2005-03-02 23:03,0,8.37,1,34.161,1,6.31,1,1,0.23,0.54,13.06,7.42,,,1030.9,탐구 5
동해,104,0,104-00,37.0567,129.46,2005-03-08 16:20,0,11.17,1,34.564,1,6.01,1,1,,,,,,11.0,1017.7,탐구 5
동해,104,4,104-04,37.0567,129.48,2005-03-08 16:32,0,11.08,1,34.478,1,6.11,1,1,,,,,,11.0,1018.0,탐구 5
동해,104,5,104-05,37.0567,129.56,2005-03-08 16:55,0,11.47,1,34.468,1,6.35,1,1,0.16,0.43,8.08,5.45,,13.0,1018.2,탐구 5
동해,104,6,104-06,37.0567,129.7933,2005-03-08 18:15,0,10.8,1,34.413000000000004,1,6.13,1,1,,,,,,,1019.2,탐구 5
동해,104,7,104-07,37.0567,130.0,2005-03-08 19:15,0,11.05,1,34.449,1,6.06,1,1,0.19,0.26,6.59,4.98,,,1020.0,탐구 5
동해,104,8,104-08,37.0567,130.3117,2005-03-08 20:43,0,9.54,1,34.400999999999996,1,6.2,1,1,,,,,,,1021.3,탐구 5
동해,104,9,104-09,37.0567,130.6267,2005-03-08 22:07,0,10.51,1,34.319,1,6.2,1,1,0.32,0.28,6.9,3.08,,,1023.0,탐구 5
동해,104,10,104-10,37.0567,130.94,2005-03-08 23:45,0,8.88,1,34.293,1,6.43,1,1,,,,,,,1024.0,탐구 5
동해,104,11,104-11,37.0567,131.255,2005-03-14 20:35,0,10.28,1,34.493,1,6.19,1,1,0.19,0.41,16.15,5.69,,,1024.5,탐구 5
동해,104,12,104-12,37.0567,131.5633,2005-03-14 22:10,0,8.56,1,34.245,1,6.4,1,1,,,,,,,1025.0,탐구 5
동해,104,13,104-13,37.0567,131.8767,2005-03-14 23:45,0,8.55,1,34.013000000000005,1,6.7,1,1,0.06,0.3,13.13,3.13,,,1025.0,탐구 5
동해,104,14,104-14,37.0567,132.1933,2005-03-15 01:15,0,8.96,1,34.345,1,6.58,1,1,,,,,,,1024.5,탐구 5
동해,105,14,105-14,37.5533,132.1867,2005-03-15 04:05,0,8.24,1,34.235,1,6.72,1,1,,,,,,,1023.0,탐구 5
동해,105,13,105-13,37.5533,131.87,2005-03-15 05:38,0,7.68,1,34.226,1,6.66,1,1,0.08,0.17,8.23,2.51,,,1023.5,탐구 5
동해,105,12,105-12,37.5533,131.5633,2005-03-15 07:15,0,8.41,1,34.22,1,6.58,1,1,,,,,,,1023.1,탐구 5
동해,105,11,105-11,37.5533,131.2433,2005-03-15 09:13,0,7.6,1,34.224000000000004,1,6.37,1,1,0.13,0.25,12.86,6.61,,16.2,1023.1,탐구 5
동해,105,10,105-10,37.5533,130.9317,2005-03-15 11:03,0,9.8,1,34.413000000000004,1,6.11,1,1,,,,,,16.0,1022.5,탐구 5
동해,105,9,105-09,37.5533,130.625,2005-03-15 12:30,0,9.32,1,34.296,1,6.2,1,1,0.18,0.25,15.89,4.65,,16.0,1021.8,탐구 5
동해,105,8,105-08,37.5533,130.3117,2005-03-15 13:53,0,9.41,1,34.316,1,6.19,1,1,,,,,,17.0,1021.2,탐구 5
동해,105,7,105-07,37.5533,130.0,2005-03-15 15:20,0,8.79,1,34.342,1,6.27,1,1,0.19,0.4,16.8,6.23,,16.5,1021.0,탐구 5
동해,105,6,105-06,37.5533,129.6883,2005-03-15 16:50,0,10.16,1,34.325,1,6.2,1,1,,,,,,16.0,1020.9,탐구 5
동해,105,5,105-05,37.5533,129.3767,2005-03-15 18:18,0,10.4,1,34.295,1,6.65,1,1,0.21,0.36,13.32,6.41,,,1021.2,탐구 5
동해,105,4,105-04,37.5533,129.2583,2005-03-15 19:00,0,10.1,1,34.385,1,6.11,1,1,,,,,,,1022.0,탐구 5
동해,105,3,105-03,37.5533,129.1717,2005-03-15 19:35,0,9.85,1,34.259,1,6.41,1,1,0.24,0.31,10.22,6.87,,,1022.0,탐구 5
동해,105,0,105-00,37.5533,129.15,2005-03-15 19:50,0,10.04,1,34.336,1,6.33,1,1,,,,,,,1022.1,탐구 5
동해,107,6,107-06,38.21,129.685,2005-03-16 18:13,0,8.62,1,34.274,1,6.21,1,1,,,,,,,1024.0,탐구 5
동해,107,7,107-07,38.21,130.0,2005-03-16 19:45,0,9.21,1,34.347,1,6.56,1,1,0.17,0.41,11.1,6.31,,,1023.2,탐구 5
동해,106,6,106-06,37.895,129.6883,2005-03-16 22:22,0,9.39,1,34.397,1,6.14,1,1,,,,,,,1015.5,탐구 5
동해,106,11,106-11,37.895,131.2517,2005-03-17 00:34,0,9.61,1,34.34,1,6.32,1,1,0.17,0.36,13.96,5.58,,,1021.3,탐구 5
동해,106,10,106-10,37.895,130.9417,2005-03-17 01:50,0,9.76,1,34.245,1,6.31,1,1,,,,,,,1020.0,탐구 5
동해,106,9,106-09,37.895,130.6283,2005-03-17 03:17,0,9.69,1,34.281,1,6.24,1,1,0.23,0.51,14.37,5.87,,,1018.0,탐구 5
동해,106,8,106-08,37.895,130.315,2005-03-17 04:37,0,9.67,1,34.258,1,6.22,1,1,,,,,,,1016.5,탐구 5
동해,106,7,106-07,37.895,130.0,2005-03-17 06:05,0,10.47,1,34.428000000000004,1,6.25,1,1,0.06,0.22,5.02,3.88,,,1016.0,탐구 5
동해,106,6,106-06,37.895,129.6883,2005-03-17 07:50,0,9.39,1,34.397,1,6.14,1,1,,,,,,,1015.5,탐구 5
동해,106,5,106-05,37.895,129.3683,2005-03-17 09:23,0,9.93,1,34.372,1,6.41,1,1,0.14,0.25,5.08,4.74,,14.0,1015.0,탐구 5
동해,106,4,106-04,37.895,129.0633,2005-03-17 10:50,0,8.19,1,34.284,1,6.48,1,1,,,,,,14.2,1014.0,탐구 5
동해,106,3,106-03,37.895,128.9533,2005-03-17 11:32,0,8.92,1,34.313,1,5.98,1,1,0.15,0.71,12.35,9.21,,12.6,1013.5,탐구 5
동해,106,2,106-02,37.895,128.875,2005-03-17 12:00,0,8.38,1,34.272,1,6.25,1,1,,,,,,11.0,1012.7,탐구 5
남해,207,1,207-01,35.0217,129.12,2005-03-31 10:30,0,12.18,1,33.733000000000004,1,6.14,1,1,0.21,0.43,10.11,6.35,,6.0,1016.0,탐구 3
남해,207,2,207-02,34.96,129.1867,2005-03-31 11:15,0,13.02,1,33.979,1,6.2,1,1,,,,,,8.0,1016.0,탐구 3
남해,207,3,207-03,34.8983,129.2567,2005-03-31 11:50,0,14.0,1,33.986999999999995,1,6.15,1,1,0.23,0.46,8.01,6.45,,12.0,1016.0,탐구 3
남해,206,3,206-03,34.3733,128.8283,2005-03-31 15:30,0,14.86,1,34.023,1,5.75,1,1,0.26,0.79,4.67,7.33,,14.0,1015.0,탐구 3
남해,206,2,206-02,34.4933,128.6867,2005-03-31 16:40,0,13.44,1,33.974000000000004,1,6.38,1,1,,,,,,11.0,1016.0,탐구 3
남해,206,1,206-01,34.5917,128.575,2005-03-31 17:30,0,12.59,1,33.961,1,6.62,1,1,0.13,0.23,2.35,3.01,,7.0,1016.0,탐구 3
남해,206,0,206-00,34.6333,128.4167,2005-03-31 18:30,0,11.46,1,33.941,1,6.92,1,1,,,,,,,1016.0,탐구 3
남해,400,16,400-16,34.5167,128.2033,2005-03-31 19:35,0,11.63,1,33.937,1,6.62,1,1,0.12,0.36,1.96,2.14,,,1016.0,탐구 3
남해,400,0,400-00,34.6,128.0833,2005-03-31 20:30,0,11.21,1,33.917,1,6.54,1,1,,,,,,,1017.0,탐구 3
남해,400,17,400-17,34.45,128.0083,2005-03-31 21:25,0,10.73,1,33.87,1,6.45,1,1,,,,,,,1017.0,탐구 3
남해,400,15,400-15,34.37,128.3067,2005-03-31 22:45,0,13.47,1,33.981,1,6.18,1,1,,,,,,,1016.0,탐구 3
남해,400,14,400-14,34.225,128.4,2005-03-31 23:40,0,13.87,1,33.999,1,6.05,1,1,0.24,0.67,4.73,7.14,,,1018.0,탐구 3
남해,400,13,400-13,34.0767,128.5,2005-04-01 00:50,0,13.41,1,33.988,1,6.15,1,1,,,,,,,1018.0,탐구 3
남해,400,22,400-22,33.7383,128.3983,2005-04-01 02:15,0,15.23,1,34.05,1,6.18,1,1,,,,,,,1018.0,탐구 3
남해,205,5,205-05,33.6217,128.1533,2005-04-01 03:50,0,15.59,1,34.063,1,6.09,1,1,0.23,0.63,5.33,6.46,,,1020.0,탐구 3
남해,205,4,205-04,33.8583,128.05,2005-04-01 05:25,0,15.44,1,34.063,1,5.82,1,1,,,,,,,1020.0,탐구 3
남해,205,3,205-03,34.0917,127.9483,2005-04-01 06:45,0,14.51,1,34.029,1,5.79,1,1,0.23,0.67,9.53,8.76,,5.0,1020.0,탐구 3
남해,205,2,205-02,34.25,127.8683,2005-04-01 07:50,0,11.9,1,33.707,1,6.21,1,1,,,,,,6.0,1020.0,탐구 3
남해,205,1,205-01,34.3717,127.8083,2005-04-01 08:40,0,10.09,1,33.815,1,6.56,1,1,0.19,0.29,3.75,4.11,,5.0,1020.0,탐구 3
남해,204,1,204-01,34.3467,127.7317,2005-04-01 09:15,0,10.32,1,33.711,1,6.46,1,1,,,,,,6.0,1020.0,탐구 3
남해,205,0,205-00,34.4167,127.6667,2005-04-01 09:50,0,10.09,1,33.702,1,6.75,1,1,,,,,,5.0,1020.0,탐구 3
남해,204,0,204-00,34.3,127.53299999999999,2005-04-01 10:40,0,9.92,1,33.351,1,6.52,1,1,,,,,,7.0,1020.0,탐구 3
남해,204,2,204-02,34.2283,127.59,2005-04-01 11:20,0,9.78,1,33.325,1,7.05,1,1,0.39,0.34,8.04,11.21,,9.0,1020.0,탐구 3
남해,204,3,204-03,34.1117,127.4467,2005-04-01 12:15,0,13.13,1,33.973,1,7.0,1,1,,,,,,10.0,1020.0,탐구 3
남해,204,4,204-04,33.9017,127.2533,2005-04-01 13:40,0,15.02,1,34.016999999999996,1,6.0,1,1,0.21,0.66,9.1,8.64,,10.0,1020.0,탐구 3
남해,204,5,204-05,33.7583,127.1533,2005-04-01 14:45,0,17.17,1,33.963,1,6.72,1,1,,,,,,11.0,1020.0,탐구 3
남해,204,6,204-06,33.5967,127.0533,2005-04-01 15:50,0,14.77,1,34.010999999999996,1,5.92,1,1,0.19,0.7,7.84,7.6,,14.0,1020.0,탐구 3
남해,400,27,400-27,33.505,127.075,2005-04-02 07:25,0,15.03,1,34.023,1,5.9,1,1,0.2,1.09,5.86,5.93,,10.0,1020.0,탐구 3
남해,400,26,400-26,33.5283,127.28,2005-04-02 08:50,0,15.81,1,34.080999999999996,1,5.94,1,1,,,,,,11.0,1020.0,탐구 3
남해,400,25,400-25,33.56,127.5667,2005-04-02 10:00,0,15.86,1,34.083,1,5.79,1,1,0.18,0.6,3.37,6.12,,12.0,1020.0,탐구 3
남해,400,24,400-24,33.5933,127.865,2005-04-02 11:40,0,15.63,1,34.059,1,5.84,1,1,,,,,,15.0,1020.0,탐구 3
남해,314,1,314-01,33.0,127.7,2005-04-02 14:35,0,16.13,1,34.089,1,5.71,1,1,0.33,0.69,4.8,6.87,,20.0,1020.0,탐구 3
남해,314,2,314-02,33.0,127.4,2005-04-02 16:05,0,16.34,1,34.092,1,5.83,1,1,,,,,,18.0,1020.0,탐구 3
남해,314,3,314-03,33.0,127.1,2005-04-02 17:30,0,16.21,1,34.076,1,6.06,1,1,0.15,0.34,9.42,9.13,,18.0,1020.0,탐구 3
남해,314,4,314-04,33.0,126.8,2005-04-02 19:20,0,15.64,1,34.048,1,6.21,1,1,,,,,,,1020.0,탐구 3
남해,314,5,314-05,33.0,126.5,2005-04-02 20:50,0,15.1,1,33.995,1,6.9,1,1,0.21,0.67,3.37,5.37,,,1020.0,탐구 3
남해,314,6,314-06,33.0,126.2,2005-04-02 22:35,0,15.19,1,34.016999999999996,1,6.72,1,1,,,,,,,1020.0,탐구 3
남해,314,7,314-07,33.0,125.9,2005-04-03 00:00,0,14.67,1,33.994,1,6.51,1,1,0.16,0.48,6.83,7.52,,,1020.0,탐구 3
남해,314,8,314-08,33.0,125.6,2005-04-03 01:30,0,13.85,1,33.938,1,6.34,1,1,,,,,,,1020.0,탐구 3
남해,314,9,314-09,33.0,125.3,2005-04-03 03:00,0,11.12,1,33.703,1,6.2,1,1,0.22,0.53,4.84,14.93,,,1018.0,탐구 3
남해,314,10,314-10,33.0,125.0,2005-04-03 04:30,0,11.12,1,33.705,1,6.31,1,1,,,,,,,1018.0,탐구 3
남해,313,10,313-10,33.4067,124.4,2005-04-03 07:55,0,11.3,1,33.747,1,6.29,1,1,,,,,,7.0,1018.0,탐구 3
남해,314,8,314-08,33.0,125.6,2005-04-03 08:40,0,13.85,1,33.938,1,6.34,1,1,,,,,,,1020.0,탐구 3
남해,313,9,313-09,33.4067,124.6,2005-04-03 09:10,0,11.3,1,33.744,1,6.28,1,1,0.35,0.41,7.02,9.49,,8.0,1018.0,탐구 3
남해,314,9,314-09,33.0,125.3,2005-04-03 10:05,0,11.12,1,33.703,1,6.2,1,1,0.22,0.53,4.84,14.93,,,1018.0,탐구 3
남해,313,8,313-08,33.4067,124.8,2005-04-03 10:40,0,11.69,1,33.79,1,6.32,1,1,,,,,,9.0,1020.0,탐구 3
남해,313,7,313-07,33.4067,125.0,2005-04-03 11:40,0,12.2,1,33.863,1,6.2,1,1,0.25,0.34,3.98,7.67,,9.0,1020.0,탐구 3
남해,313,6,313-06,33.4067,125.2,2005-04-03 12:40,0,12.87,1,33.883,1,6.42,1,1,,,,,,12.0,1020.0,탐구 3
남해,313,5,313-05,33.4067,125.4,2005-04-03 13:35,0,13.08,1,33.907,1,6.32,1,1,0.22,0.41,6.26,7.76,,13.0,1020.0,탐구 3
남해,313,4,313-04,33.4067,125.6,2005-04-05 04:35,0,13.58,1,33.937,1,6.35,1,1,,,,,,12.0,1020.0,탐구 3
남해,313,3,313-03,33.4067,125.8,2005-04-05 05:20,0,14.19,1,33.986999999999995,1,7.13,1,1,0.16,0.47,3.0,4.43,,15.0,1021.0,탐구 3
남해,313,2,313-02,33.4067,126.0,2005-04-05 06:30,0,14.34,1,33.991,1,6.93,1,1,,,,,,10.0,1020.0,탐구 3
남해,313,3,313-03,33.4067,125.8,2005-04-05 07:20,0,14.19,1,33.986999999999995,1,7.13,1,1,0.16,0.47,3.0,4.43,,15.0,1021.0,탐구 3
남해,203,3,203-03,33.6383,126.355,2005-04-05 08:30,0,13.48,1,33.954,1,6.33,1,1,0.24,0.43,6.88,7.15,,15.0,1020.0,탐구 3
남해,203,2,203-02,33.7917,126.4383,2005-04-05 09:45,0,13.6,1,33.979,1,6.21,1,1,,,,,,11.0,1020.0,탐구 3
남해,203,1,203-01,33.9433,126.5233,2005-04-05 10:40,0,13.01,1,33.96,1,6.08,1,1,0.26,0.41,7.56,7.88,,8.0,1020.0,탐구 3
남해,203,0,203-00,34.0333,126.5667,2005-04-05 11:25,0,11.34,1,33.553000000000004,1,6.34,1,1,,,,,,5.0,1020.0,탐구 3
동해,208,1,208-01,35.475,129.455,2005-04-12 12:53,0,12.83,1,34.515,1,6.4,1,1,0.04,0.29,1.44,3.7,,9.0,1017.0,탐구 5
동해,208,2,208-02,35.405,129.5633,2005-04-12 13:52,0,13.41,1,34.592,1,6.3,1,1,,,,,,18.0,1015.8,탐구 5
동해,208,3,208-03,35.2967,129.715,2005-04-12 14:53,0,14.19,1,34.599000000000004,1,6.35,1,1,0.26,0.45,3.5,6.1,,12.0,1016.0,탐구 5
동해,208,4,208-04,35.185,129.8783,2005-04-12 16:13,0,14.59,1,34.621,1,6.38,1,1,,,,,,16.0,1015.5,탐구 5
동해,209,8,209-08,35.5133,130.2817,2005-04-12 18:45,0,14.05,1,34.614000000000004,1,6.38,1,1,,,,,,,1016.0,탐구 5
동해,209,7,209-07,35.6133,130.005,2005-04-12 20:10,0,13.86,1,34.574,1,6.37,1,1,0.53,0.22,0.23,3.11,,,1016.5,탐구 5
동해,209,6,209-06,35.6883,129.8167,2005-04-12 21:13,0,13.69,1,34.585,1,6.32,1,1,,,,,,,1016.8,탐구 5
동해,209,5,209-05,35.7567,129.64,2005-04-12 22:10,0,13.73,1,34.562,1,6.4,1,1,0.26,0.17,0.51,3.16,,,1016.8,탐구 5
동해,209,4,209-04,35.7883,129.5467,2005-04-12 22:55,0,13.04,1,34.508,1,6.48,1,1,,,,,,,1016.3,탐구 5
동해,209,0,209-00,35.795,129.5317,2005-04-12 23:05,0,12.96,1,34.5,1,6.3,1,1,,,,,,,1016.1,탐구 5
서해,307,3,307-03,36.9417,126.0,2005-04-13 16:38,0,5.49,1,31.563000000000002,1,7.26,1,1,0.86,0.13,16.86,8.83,,2.0,1023.0,탐구 8
서해,307,4,307-04,36.925,125.6283,2005-04-13 18:45,0,5.15,1,31.590999999999998,1,,1,1,,,,,,3.0,1023.0,탐구 8
서해,307,5,307-05,36.925,125.4167,2005-04-13 19:50,0,5.73,1,31.78,1,7.53,1,1,0.71,0.16,12.11,7.43,,,1023.0,탐구 8
서해,307,6,307-06,36.925,125.2083,2005-04-13 20:55,0,5.75,1,31.988000000000003,1,,1,1,,,,,,,1022.0,탐구 8
서해,307,7,307-07,36.925,125.0,2005-04-13 22:00,0,5.68,1,32.066,1,7.8,1,1,0.85,0.11,6.36,2.95,,,1022.0,탐구 8
서해,307,8,307-08,36.925,124.7917,2005-04-13 23:05,0,6.59,1,32.314,1,,1,1,,,,,,,1022.0,탐구 8
서해,307,9,307-09,36.925,124.58,2005-04-14 00:18,0,6.66,1,32.33,1,7.32,1,1,1.12,0.19,8.66,8.49,,,1022.5,탐구 8
서해,307,10,307-10,36.925,124.3717,2005-04-14 01:35,0,6.76,1,32.313,1,7.16,1,1,,,,,,,1023.0,탐구 8
서해,308,10,308-10,36.33,124.3833,2005-04-14 05:04,0,7.56,1,32.477,1,7.32,1,1,,,,,,,1025.0,탐구 8
서해,308,9,308-09,36.33,124.585,2005-04-14 06:13,0,7.53,1,32.507,1,7.69,1,1,1.16,0.19,5.47,0.74,,,1024.0,탐구 8
서해,308,8,308-08,36.33,124.7917,2005-04-14 07:26,0,7.26,1,32.45,1,,1,1,,,,,,,1022.0,탐구 8
서해,308,7,308-07,36.33,125.0,2005-04-14 08:35,0,7.07,1,32.38,1,7.64,1,1,1.1,0.11,2.82,3.84,,7.0,1024.5,탐구 8
동해,102,0,102-00,36.0767,129.5883,2005-04-14 09:00,0,11.84,1,34.147,1,6.38,1,1,,,,,,8.0,1020.2,탐구 5
동해,102,4,102-04,36.0767,129.615,2005-04-14 09:27,0,11.9,1,34.224000000000004,1,6.38,1,1,,,,,,7.0,1020.0,탐구 5
서해,308,6,308-06,36.33,125.2067,2005-04-14 09:47,0,6.81,1,32.35,1,,1,1,,,,,,8.0,1025.0,탐구 8
